parent_agency,agency,acronym,presidential_year,final_rules,proposed_rules
commerce-department,patent-and-trademark-office,PTO,2012,16,16
commerce-department,patent-and-trademark-office,PTO,2013,7,6
commerce-department,patent-and-trademark-office,PTO,2014,10,6
commerce-department,patent-and-trademark-office,PTO,2015,6,5
commerce-department,patent-and-trademark-office,PTO,2016,6,8
commerce-department,patent-and-trademark-office,PTO,2017,7,2
commerce-department,patent-and-trademark-office,PTO,2018,4,2
commerce-department,patent-and-trademark-office,PTO,2019,7,6
commerce-department,patent-and-trademark-office,PTO,2020,11,7
commerce-department,patent-and-trademark-office,PTO,2021,8,5
commerce-department,patent-and-trademark-office,PTO,2022,7,4
commerce-department,patent-and-trademark-office,PTO,2023,11,3
commerce-department,technology-administration,TA,1995,0,0
commerce-department,technology-administration,TA,1996,0,0
commerce-department,technology-administration,TA,1997,0,0
commerce-department,technology-administration,TA,1998,0,0
commerce-department,technology-administration,TA,1999,0,0
commerce-department,technology-administration,TA,2000,0,0
commerce-department,technology-administration,TA,2001,1,0
commerce-department,technology-administration,TA,2002,0,0
commerce-department,technology-administration,TA,2003,0,0
commerce-department,technology-administration,TA,2004,0,0
commerce-department,technology-administration,TA,2005,0,0
commerce-department,technology-administration,TA,2006,0,0
commerce-department,technology-administration,TA,2007,0,0
commerce-department,technology-administration,TA,2008,0,0
commerce-department,technology-administration,TA,2009,0,0
commerce-department,technology-administration,TA,2010,0,0
commerce-department,technology-administration,TA,2011,0,0
commerce-department,technology-administration,TA,2012,0,0
commerce-department,technology-administration,TA,2013,0,0
commerce-department,technology-administration,TA,2014,0,0
commerce-department,technology-administration,TA,2015,0,0
commerce-department,technology-administration,TA,2016,0,0
commerce-department,technology-administration,TA,2017,0,0
commerce-department,technology-administration,TA,2018,0,0
commerce-department,technology-administration,TA,2019,0,0
commerce-department,technology-administration,TA,2020,0,0
commerce-department,technology-administration,TA,2021,0,0
commerce-department,technology-administration,TA,2022,0,0
commerce-department,technology-administration,TA,2023,0,0
commerce-department,travel-and-tourism-administration,USTTA,1995,0,0
commerce-department,travel-and-tourism-administration,USTTA,1996,1,0
commerce-department,travel-and-tourism-administration,USTTA,1997,0,0
commerce-department,travel-and-tourism-administration,USTTA,1998,0,0
commerce-department,travel-and-tourism-administration,USTTA,1999,0,0
commerce-department,travel-and-tourism-administration,USTTA,2000,0,0
commerce-department,travel-and-tourism-administration,USTTA,2001,0,0
commerce-department,travel-and-tourism-administration,USTTA,2002,0,0
commerce-department,travel-and-tourism-administration,USTTA,2003,0,0
commerce-department,travel-and-tourism-administration,USTTA,2004,0,0
commerce-department,travel-and-tourism-administration,USTTA,2005,0,0
commerce-department,travel-and-tourism-administration,USTTA,2006,0,0
commerce-department,travel-and-tourism-administration,USTTA,2007,0,0
commerce-department,travel-and-tourism-administration,USTTA,2008,0,0
commerce-department,travel-and-tourism-administration,USTTA,2009,0,0
commerce-department,travel-and-tourism-administration,USTTA,2010,0,0
commerce-department,travel-and-tourism-administration,USTTA,2011,0,0
commerce-department,travel-and-tourism-administration,USTTA,2012,0,0
commerce-department,travel-and-tourism-administration,USTTA,2013,0,0
commerce-department,travel-and-tourism-administration,USTTA,2014,0,0
commerce-department,travel-and-tourism-administration,USTTA,2015,0,0
commerce-department,travel-and-tourism-administration,USTTA,2016,0,0
commerce-department,travel-and-tourism-administration,USTTA,2017,0,0
commerce-department,travel-and-tourism-administration,USTTA,2018,0,0
commerce-department,travel-and-tourism-administration,USTTA,2019,0,0
commerce-department,travel-and-tourism-administration,USTTA,2020,0,0
commerce-department,travel-and-tourism-administration,USTTA,2021,0,0
commerce-department,travel-and-tourism-administration,USTTA,2022,0,0
commerce-department,travel-and-tourism-administration,USTTA,2023,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,1995,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,1996,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,1997,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,1998,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,1999,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2000,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2001,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2002,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2003,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2004,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2005,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2006,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2007,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2008,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2009,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2010,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2011,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2012,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2013,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2014,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2015,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2016,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2017,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2018,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2019,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2020,0,2
commerce-department,under-secretary-for-economic-affairs,OUSEA,2021,3,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2022,0,0
commerce-department,under-secretary-for-economic-affairs,OUSEA,2023,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,1995,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,1996,1,0
commission-of-fine-arts,commission-of-fine-arts,CFA,1997,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,1998,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,1999,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2000,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2001,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2002,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2003,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2004,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2005,1,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2006,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2007,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2008,1,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2009,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2010,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2011,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2012,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2013,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2014,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2015,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2016,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2017,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2018,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2019,2,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2020,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2021,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2022,0,0
commission-of-fine-arts,commission-of-fine-arts,CFA,2023,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,1995,1,1
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,1996,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,1997,2,3
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,1998,1,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,1999,1,1
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2000,1,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2001,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2002,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2003,1,1
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2004,1,2
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2005,0,2
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2006,2,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2007,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2008,1,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2009,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2010,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2011,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2012,1,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2013,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2014,0,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2015,1,0
committee-for-purchase-from-people-who-are-blind-or-severely-disabled,committee-for-purchase-from-people-who-are-blind-or-severely-disabled,CPPBSD,2016,0,0
